t, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7, x, y
1486636456.6973107, -99, 26, 4, -20, -278, -367, -321, -317, 50, 1390
1486636456.7111158, -15, 1, 29, -4, -79, -365, -332, -305, 50, 1390
1486636456.712569, 103, -18, 38, 22, 114, -360, -326, -285, 50, 1390
1486636456.7126298, 104, -8, 31, 13, -27, -354, -314, -284, 50, 1390
1486636456.7178478, -19, 28, 10, -12, -300, -351, -306, -298, 50, 1390
1486636456.7186174, -91, 20, 10, -13, -257, -348, -301, -300, 50, 1390
1486636456.7188447, -8, -1, 20, 7, -27, -379, -342, -307, 50, 1390
1486636456.7329304, 102, -28, 40, 29, 139, -361, -335, -295, 50, 1390
1486636456.7335906, 95, 2, 28, 7, -78, -367, -326, -306, 50, 1390
1486636456.7340038, -34, 20, 11, -19, -346, -384, -334, -310, 50, 1390
1486636456.747513, -94, 13, 16, -13, -296, -388, -335, -336, 50, 1390
1486636456.7479715, -5, -11, 22, 2, 16, -384, -338, -320, 50, 1390
1486636456.748953, 114, -21, 37, 15, 116, -379, -323, -308, 50, 1390
1486636456.7553625, 77, 5, 37, 1, -116, -376, -317, -316, 50, 1390
1486636456.755994, -53, 28, 17, -9, -378, -376, -317, -331, 50, 1390
1486636456.756767, -93, 13, 12, -8, -250, -380, -327, -328, 50, 1390
1486636456.7581635, 7, -20, 25, 7, -27, -354, -324, -302, 50, 1390
1486636456.7703495, 123, -26, 47, 20, 101, -355, -322, -297, 50, 1390
1486636456.7706058, 71, 7, 21, 4, -143, -357, -312, -306, 50, 1390
1486636456.7716331, -60, 20, 10, -21, -362, -384, -334, -337, 50, 1390
1486636456.7854598, -72, 19, 13, -13, -192, -360, -322, -314, 50, 1390
1486636456.792883, 32, -14, 34, 14, 64, -358, -325, -293, 50, 1390
1486636456.7934787, 135, -27, 44, 15, 116, -379, -323, -308, 50, 1390
1486636456.7943027, 48, -7, 20, -5, -148, -350, -311, -301, 50, 1390
1486636456.7972448, -76, 21, 0, -21, -377, -358, -315, -316, 50, 1390
1486636456.8010628, -64, 6, 16, -5, -250, -380, -327, -328, 50, 1390
1486636456.8099623, 62, -17, 38, 19, 65, -357, -329, -299, 50, 1390
1486636456.810032, 135, -18, 36, 22, 65, -352, -318, -286, 50, 1390
1486636456.8100586, 43, 5, 25, 1, -201, -357, -312, -306, 50, 1390
1486636456.8228323, -81, 24, 2, -17, -352, -357, -308, -307, 50, 1390
1486636456.8235788, -48, 4, 25, 0, -142, -363, -329, -304, 50, 1390
1486636456.824256, 75, -20, 34, 20, 92, -351, -321, -293, 50, 1390
1486636456.8307436, 119, -19, 38, 15, 31, -357, -319, -278, 50, 1390
1486636456.8312814, 16, 9, 11, -9, -268, -356, -316, -290, 50, 1390
1486636456.8322675, -86, 28, 8, -25, -341, -362, -318, -298, 50, 1390
1486636456.8453295, -39, -3, 17, -6, -120, -356, -327, -285, 50, 1390
1486636456.8457053, 93, -19, 39, 19, 130, -351, -324, -267, 50, 1390
1486636456.8472574, 122, -17, 32, 8, 4, -353, -313, -274, 50, 1390
1486636456.8603754, 24, 11, 25, -14, -289, -358, -316, -294, 50, 1390
1486636456.8615448, -89, 17, 12, -17, -322, -363, -323, -307, 50, 1390
1486636456.8622918, -30, -6, 23, -10, -97, -363, -329, -304, 50, 1390
1486636456.8678484, 102, -20, 20, 13, 134, -354, -335, -277, 50, 1390
1486636456.8690722, 112, -18, 43, 8, -54, -353, -318, -274, 50, 1390
1486636456.870036, 3, 14, 18, -23, -300, -356, -316, -290, 50, 1390
1486636456.8828902, -101, 24, 16, -16, -286, -363, -326, -297, 50, 1390
1486636456.8836339, -14, -9, 16, -6, -35, -357, -335, -285, 50, 1390
1486636456.8858883, 106, -25, 36, 14, 114, -349, -327, -272, 50, 1390
1486636456.8975813, 105, 0, 36, 9, -61, -355, -322, -278, 50, 1390
1486636456.8985202, -25, 15, 19, -7, -331, -362, -316, -291, 50, 1390
1486636456.8989844, -93, 20, 22, -10, -252, -358, -318, -293, 50, 1390
1486636456.9128273, 7, 0, 32, 12, -5, -357, -329, -277, 50, 1390
1486636456.9136024, 117, -27, 41, 28, 120, -356, -334, -270, 50, 1390
1486636456.9139884, 90, -7, 38, 13, -78, -349, -322, -270, 50, 1390
1486636456.920439, -41, 20, 27, -13, -303, -349, -314, -278, 50, 1390
1486636456.9207957, -88, 19, 19, -20, -222, -354, -321, -286, 50, 1390
1486636456.9213357, 11, -20, 24, 1, 12, -351, -329, -271, 50, 1390
1486636456.9353836, 126, -32, 46, 27, 136, -347, -322, -258, 50, 1390
1486636456.935617, 76, -2, 31, -1, -72, -351, -314, -271, 50, 1390
1486636456.9367619, -51, 22, 16, -14, -359, -362, -316, -291, 50, 1390
1486636456.9428654, -81, 12, 17, -13, -211, -355, -321, -280, 50, 1390
1486636456.9436119, 12, -18, 31, 9, 52, -353, -325, -264, 50, 1390
1486636456.9438083, 121, -28, 43, 14, 117, -342, -316, -502, 50, 1390
1486636456.957871, 60, 10, 23, 1, -133, -341, -300, -255, 50, 1390
1486636456.9585924, -61, 26, 15, -24, -379, -350, -303, -269, 50, 1390
1486636456.9614887, -66, 12, 14, -8, -191, -350, -312, -274, 50, 1390
1486636456.9728613, 36, -22, 36, 3, 72, -345, -320, -255, 50, 1390
1486636456.9736116, 131, -19, 26, 8, 86, -344, -317, -249, 50, 1390
1486636456.9743967, 43, 8, 23, 2, -156, -349, -301, -260, 50, 1390
1486636456.9803586, -58, 27, 11, -16, -366, -351, -304, -270, 50, 1390
1486636456.9810672, -63, 5, 18, -3, -155, -344, -306, -262, 50, 1390
1486636456.981973, 54, -15, 28, 12, 76, -335, -304, -244, 50, 1390
1486636456.983932, 126, -18, 36, 14, 117, -342, -316, -246, 50, 1390
1486636456.9955, 37, 8, 41, -1, -256, -332, -289, -250, 50, 1390
1486636456.99612, -78, 19, 14, -18, -358, -335, -282, -248, 50, 1390
1486636456.9975023, -60, 7, 15, -8, -191, -350, -312, -274, 50, 1390
1486636457.010394, 65, -26, 40, 18, 99, -329, -292, -229, 50, 1390
1486636457.0110962, 124, -17, 51, 11, 17, -328, -283, -230, 50, 1390
1486636457.013709, 36, 11, 37, -9, -270, -349, -301, -260, 50, 1390
1486636457.0179355, -91, 29, 11, -20, -315, -325, -275, -249, 50, 1390
1486636457.0186307, -41, 1, 17, -1, -98, -330, -285, -252, 50, 1390
1486636457.0189996, 93, -23, 28, 12, 76, -335, -304, -244, 50, 1390
1486636457.0332778, 111, -17, 46, 13, -14, -313, -275, -231, 50, 1390
1486636457.0340104, 9, 17, 26, -11, -266, -313, -264, -241, 50, 1390
1486636457.03621, -104, 20, 12, -22, -281, -316, -282, -248, 50, 1390
1486636457.0478408, -14, -3, 22, -8, -104, -321, -275, -238, 50, 1390
1486636457.0490284, 102, -23, 42, 22, 140, -309, -272, -226, 50, 1390
1486636457.0497284, 107, -17, 37, 9, -35, -305, -262, -230, 50, 1390
1486636457.0554144, -16, 12, 14, -14, -296, -313, -264, -235, 50, 1390
1486636457.0560992, -93, 21, 16, -26, -283, -308, -269, -248, 50, 1390
1486636457.0567245, -12, -8, 20, -1, -20, -299, -276, -252, 50, 1390
1486636457.070338, 106, -31, 39, 20, 144, -300, -282, -220, 50, 1390
1486636457.0707397, 96, -7, 27, 3, -33, -296, -269, -224, 50, 1390
1486636457.0723295, -16, 24, 16, -26, -308, -303, -262, -245, 50, 1390
1486636457.0857916, -97, 21, 3, -12, -242, -303, -265, -241, 50, 1390
1486636457.0859, -6, -8, 16, 3, 48, -301, -269, -223, 50, 1390
1486636457.0895882, 116, -16, 43, 20, 129, -299, -269, -212, 50, 1390
1486636457.0928407, 95, 10, 38, -1, -51, -296, -262, -221, 50, 1390
1486636457.0936217, -48, 19, 11, -11, -323, -302, -260, -232, 50, 1390
1486636457.0945098, -73, 20, 9, -9, -180, -308, -269, -248, 50, 1390
1486636457.1078954, 13, -11, 26, 10, 68, -293, -276, -225, 50, 1390
1486636457.1086218, 133, -19, 49, 20, 108, -283, -264, -207, 50, 1390
1486636457.1096387, 66, 0, 37, 3, -72, -292, -256, -224, 50, 1390
1486636457.124081, -66, 20, 13, -25, -342, -293, -256, -231, 50, 1390
1486636457.12415, -82, 14, 13, -12, -178, -295, -266, -240, 50, 1390
1486636457.1241755, 31, -15, 31, 13, 62, -284, -267, -223, 50, 1390
1486636457.138683, 131, -24, 44, 22, 94, -284, -260, -211, 50, 50
1486636457.1387472, 48, 0, 35, -1, -129, -282, -247, -212, 50, 50
1486636457.1416678, -60, 30, 11, -16, -360, -291, -258, -232, 50, 50
1486636457.1454349, -58, 13, 29, -11, -151, -288, -263, -232, 50, 50
1486636457.1461554, 46, -22, 36, 18, 90, -285, -275, -218, 50, 50
1486636457.1468275, 137, -18, 49, 31, 103, -280, -265, -205, 50, 50
1486636457.1604135, 38, 11, 25, -4, -182, -282, -256, -221, 50, 50
1486636457.1612067, -83, 31, 11, -26, -330, -278, -245, -225, 50, 50
1486636457.1617088, -58, 7, 23, 2, -114, -286, -255, -219, 50, 50
1486636457.168978, 63, -23, 39, 17, 107, -280, -252, -194, 50, 50
1486636457.1697173, 122, -9, 42, 15, 54, -276, -245, -196, 50, 50
1486636457.1697934, 34, 17, 23, 3, -224, -286, -249, -217, 50, 50
1486636457.1825638, -75, 30, 8, -21, -309, -288, -249, -223, 50, 50
1486636457.18332, -52, 0, 20, -5, -78, -289, -267, -224, 50, 50
1486636457.1842628, 76, -22, 30, 6, 144, -285, -275, -218, 50, 50
1486636457.197895, 112, -12, 31, 9, 35, -290, -259, -201, 50, 50
1486636457.1981802, 16, 11, 25, -9, -278, -285, -248, -203, 50, 50
1486636457.2010932, -99, 21, 9, -13, -308, -290, -245, -225, 50, 50
1486636457.205405, -36, 1, 24, -21759, -8705, -2050, 15614, 31743, 50, 50
1486636457.2141614, 112, -8, 39, 6, -17, -275, -248, -181, 50, 50
1486636457.2145486, 122, -9, 42, 15, 54, -276, -245, -196, 50, 50
1486636457.2211692, -96, 22, 15, -9, -258, -288, -259, -212, 50, 50
1486636457.2219975, -17, -6, 19, 6, -27, -288, -263, -197, 50, 50
1486636457.222044, -52, 0, 20, -5, -78, -289, -267, -224, 50, 50
1486636457.2353702, 111, 1, 44, 13, -35, -278, -253, -191, 50, 50
1486636457.2363217, -23, 26, 11, -17, -275, -285, -250, -209, 50, 50
1486636457.237052, 159, 11, 25, -9, -278, -285, -248, -203, 50, 50
1486636457.2428913, 0, 2, 32, 7, 15, -285, -255, -190, 50, 50
1486636457.2435937, 105, -25, 41, 32, 158, -275, -250, -184, 50, 50
1486636457.2440724, 89, -4, 43, 8, -17, -275, -248, -181, 50, 50
1486636457.257948, -26, 38, 5, -19, -284, -282, -246, -209, 50, 50
1486636457.2586315, -88, 24, 14, -10, -224, -282, -254, -209, 50, 50
1486636457.259485, 5, 1, 38, 10, -216, -288, -263, -197, 50, 50
1486636457.2729232, 123, -20, 41, 30, 151, -271, -263, -187, 50, 50
1486636457.273611, 80, 6, 27, 0, -78, -272, -250, -192, 50, 50
1486636457.2740843, -46, 26, 12, -10, -320, -285, -250, -209, 50, 50
1486636457.2804189, -84, 19, 10, -16, -158, -275, -255, -203, 50, 50
1486636457.2807968, 13, -11, 41, 20, 85, -270, -256, -189, 50, 50
1486636457.2812223, 125, -32, 41, 25, 136, -265, -250, -184, 50, 50
1486636457.295382, 61, 5, 34, 8, -71, -268, -243, -186, 50, 50
1486636457.2957814, -58, 24, 7, -21, -364, -275, -252, -206, 50, 50
1486636457.2972383, -81, 12, 18, -4, -165, -271, -253, -200, 50, 50
1486636457.3103926, 33, -19, 29, 17, 93, -269, -258, -185, 50, 50
1486636457.3110976, 129, -21, 44, 15, 133, -260, -245, -183, 50, 50
1486636457.3126354, 52, 4, 34, 4, -122, -275, -248, -193, 50, 50
1486636457.3204448, -59, 27, 17, -18, -336, -276, -248, -207, 50, 50
1486636457.3267267, -63, 11, 19, -2, -115, -271, -254, -202, 50, 50
1486636457.3283365, 53, -28, 28, 17, 112, -270, -256, -189, 50, 50
1486636457.3343203, 136, -16, 38, 19, 84, -270, -255, -179, 50, 50
1486636457.334426, 27, 10, 28, 7, -185, -263, -247, -189, 50, 50
1486636457.3344538, -84, 22, 6, -17, -303, -267, -252, -206, 50, 50
1486636457.3479154, -66, 4, 10, -1, -114, -270, -250, -194, 50, 50
1486636457.3486357, 72, -19, 40, 26, 125, -258, -250, -177, 50, 50
1486636457.349762, 131, -10, 43, 18, 83, -255, -235, -183, 50, 50
1486636457.3553863, 43, 17, 22, -7, -237, -257, -194, -183, 50, 50
1486636457.3558464, -82, 32, 3, -28, -346, -253, -205, -211, 50, 50
1486636457.3578072, -45, 1, 22, 3, -112, -255, -212, -189, 50, 50
1486636457.3713264, 84, -23, 31, 20, 103, -254, -188, -168, 50, 50
1486636457.3724544, 113, -18, 45, 18, -50, -255, -140, -168, 50, 50
1486636457.3725123, 10, 21, 11, -14, -399, -499, -247, -189, 50, 50
1486636457.3857687, -99, 28, 4, -17, -500, -266, -74, -205, 50, 50
1486636457.3865867, -31, -1, 26, -2, -309, -262, -59, -195, 50, 50
1486636457.3867986, 87, -30, 34, 24, -89, -266, -33, -191, 50, 50
1486636457.3928804, 114, -11, 32, 6, -327, -273, -10, -211, 50, 50
1486636457.3936183, 1, 17, 11, -18, -654, -283, 12, -214, 50, 50
1486636457.3941107, -105, 31, 4, -14, -649, -284, 25, -220, 50, 50
1486636457.4135785, -11, -3, 21, 4, -395, -272, 46, -196, 50, 50
1486636457.4136558, 101, -17, 46, 21, -198, -255, 64, -180, 50, 50
1486636457.4136817, 106, -3, 39, 6, -446, -259, 74, -166, 50, 50
1486636457.4236808, -39, 19, 4, -13, -692, -265, 69, -188, 50, 50
1486636457.4237435, -97, 16, 14, -10, -640, -269, 58, -191, 50, 50
1486636457.4246807, -4, -2, 28, 5, -344, -262, -59, -195, 50, 50
1486636457.4303818, 116, -28, 6144, 7168, 1535, 12031, 26112, 32767, 50, 50
1486636457.431131, -49, 21, 2, -12, -643, -267, 45, -163, 50, 50
1486636457.4322166, 1, 17, 11, -18, -654, -283, 12, -214, 50, 50
1486636457.4455218, 5, -5, 40, 16, -288, -277, 17, -148, 50, 50
1486636457.4460685, 117, -28, 36, 31, -214, -276, 14, -196, 50, 50
1486636457.4605083, 66, 7, 25, 11, 14957, -16400, 7167, 3840, 50, 50
1486636457.4611661, -89, 16, 14, -11, -502, -276, 20, -153, 50, 50
1486636457.4679146, 11, -10, 36, 18, -207, -264, 17, -138, 50, 50
1486636457.4681492, 134, -16, 40, 26, -184, -261, 22, -130, 50, 50
1486636457.4692094, 56, 9, 36, -5, -446, -265, 29, -146, 50, 50
1486636457.4698782, 182, -28, 6144, 7168, 1535, 12031, 26112, 32767, 50, 50
1486636457.4828703, -74, 9, 17, -11, -456, -256, 30, -130, 50, 50
1486636457.483292, 39, -17, 28, 16, -191, -253, 28, -112, 50, 50
1486636457.4847763, 136, -17, 47, 16, -288, -277, 17, -148, 50, 50
1486636457.4978921, 48, 9, 30, 1, -472, -255, 35, -120, 50, 50
1486636457.498586, -76, 20, 3, -28, -632, -255, 31, -132, 50, 50
1486636457.5016513, -57, 15, 15, -3, -502, -276, 20, -153, 50, 50
1486636457.505334, 74, -14, 44, 19, -168, -256, 13, -115, 50, 50
1486636457.5060043, 132, -18, 46, 15, -247, -248, 30, -102, 50, 50
1486636457.507943, 34, 5, 13, -7, -446, -265, 29, -146, 50, 50
1486636457.5202844, -85, 27, 10, -29, -611, -255, 23, -123, 50, 50
1486636457.5211344, -47, 14, 20, -4, -372, -242, 26, -113, 50, 50
1486636457.5219715, 89, -15, 41, 6, -191, -253, 28, -112, 50, 50
1486636457.5354407, 122, -16, 45, 21, -264, -245, 19, -107, 50, 50
1486636457.5360973, 25, 10, 24, -13, -520, -246, 37, -115, 50, 50
1486636457.5367167, -91, 29, 7, -21, -556, -255, 31, -132, 50, 50
1486636457.5428607, -30, -4, 31, -7, -328, -238, 15, -126, 50, 50
1486636457.5435462, 94, -31, 43, 30, -93, -236, 8, -114, 50, 50
1486636457.5441432, 104, -13, 43, 8, -262, -243, 30, -102, 50, 50
1486636457.55788, -1, 20, 13, -10, -539, -239, 22, -123, 50, 50
1486636457.5585215, -98, 26, 14, -23, -548, -237, 31, -120, 50, 50
1486636457.5604935, -11, -6, 32, 1, -291, -240, 25, -110, 50, 50
1486636457.5728354, 99, -24, 38, 15, -73, -232, 29, -92, 50, 50
1486636457.5731926, 101, -15, 31, 6, -283, -234, 36, -98, 50, 50
1486636457.574249, -14, 19, 12, -15, -536, -237, 33, -119, 50, 50
1486636457.580358, -99, 17, 13, -14, -526, -240, 29, -124, 50, 50
1486636457.5810957, -13, -7, 25, 0, -233, -238, 13, -117, 50, 50
1486636457.5821815, 112, -21, 36, 20, -75, -236, 8, -114, 50, 50
1486636457.595271, 100, -2, 36, 7, -314, -238, 30, -106, 50, 50
1486636457.5961199, -30, 22, 14, -18, -548, -240, 28, -123, 50, 50
1486636457.5967042, -88, 7, -2, -15, -497, -243, 22, -124, 50, 50
1486636457.6104162, -5, -14, 33, -1, -183, -238, 13, -109, 50, 50
1486636457.6110978, 116, -34, 43, 25, -78, -227, 29, -95, 50, 50
1486636457.6117175, 89, 6, 22, 6, -316, -230, 43, -98, 50, 50
1486636457.61786, -55, 30, 18, -12, -584, -229, 40, -121, 50, 50
1486636457.6185102, -82, 18, 13, -16, -448, -238, 20, -128, 50, 50
1486636457.6199172, 14, -5, 33, 16, -167, -235, 14, -104, 50, 50
1486636457.6327438, 133, -17, 50, 24, -125, -224, 21, -99, 50, 50
1486636457.6330884, 69, 6, 34, -1, -360, -235, 21, -114, 50, 50
1486636457.634252, -64, 29, 14, -19, -575, -240, 28, -123, 50, 50
1486636457.6478546, -76, 12, 13, -9, -420, -237, 23, -120, 50, 50
1486636457.648641, 31, -14, 36, 7, -152, -242, 12, -108, 50, 50
1486636457.649648, 137, -19, 45, 9, -160, -235, 29, -95, 50, 50
1486636457.6553538, 61, 5, 35, -1, -380, -237, 31, -111, 50, 50
1486636457.6561124, -71, 32, 7, -18, -595, -240, 22, -119, 50, 50
1486636457.6565995, -73, 8, 18, -9, -391, -250, 9, -128, 50, 50
1486636457.6702359, 51, -23, 39, 18, -140, -231, 16, -96, 50, 50
1486636457.670957, 119, -23, 44, 19, -153, -229, 17, -88, 50, 50
1486636457.6734703, 36, 7, 28, 10, -420, -228, 25, -98, 50, 50
1486636457.6852682, -79, 35, 13, -31, -583, -238, 18, -115, 50, 50
1486636457.6859446, -61, 4, 23, -1, -345, -237, 8, -103, 50, 50
1486636457.686685, 65, -22, 46, 16, -106, -228, 16, -83, 50, 50
1486636457.6928675, 129, -15, 43, 13, -151, -233, 13, -88, 50, 50
1486636457.6934812, 27, 12, 27, -2, -480, -230, 18, -103, 50, 50
1486636457.6941588, -85, 25, 6, -33, -563, -239, 4, -114, 50, 50
1486636457.6945753, -40, 4, 22, -9, -391, -250, 9, -114, 50, 50
1486636457.707811, 83, -20, 52, 19, -66, -226, 6, -89, 50, 50
1486636457.7085829, 114, -19, 51, 17, -165, -231, 9, -81, 50, 50
1486636457.7107825, 21, 14, 33, 244, -420, -228, 25, -98, 50, 50
1486636457.7228253, -97, 21, 5, -17, -503, -230, 13, -103, 50, 50
1486636457.723496, -30, -12, 28, -6, -270, -228, 8, -84, 50, 50
1486636457.724558, 102, -22, 40, 26, -106, -228, 16, -83, 50, 50
1486636457.7303734, 116, -17, 51, 21, -222, -219, 17, -81, 50, 50
1486636457.731096, 12, 18, 23, -20, -507, -227, 13, -103, 50, 50
1486636457.7335956, -96, 20, 6, -7, -563, -239, 4, -114, 50, 50
1486636457.7531004, -11, 2, 28, -1, -258, -217, 7, -92, 50, 50
1486636457.753634, 99, -19, 45, 15, -47, -220, 3, -73, 50, 50
1486636457.753907, 109, -7, 42, 13, -232, -231, 9, -81, 50, 50
1486636457.7549562, -26, 21, 9, -13, -488, -224, 19, -91, 50, 50
1486636457.7656558, -101, 27, 9, -21, -462, -223, 7, -98, 2334, 142
1486636457.7657306, 1, 0, 30, 1, -202, -216, 8, -84, 2334, 142
1486636457.7679367, 101, -22, 45, 28, -57, -209, 3, -70, 2334, 142
1486636457.7685993, 91, -7, 29, 14, -235, -212, 13, -76, 2334, 142
1486636457.7692223, -51, 22, 14, -24, -504, -217, 13, -91, 2334, 142
1486636457.7831318, -90, 18, 15, -11, -410, -219, 13, -92, 2334, 142
1486636457.7836397, 5, -11, 34, 14, -149, -213, 2, -79, 2334, 142
1486636457.7842393, 120, -35, 50, 38, -57, -220, 3, -73, 2334, 142
1486636457.7978756, 78, 4, 37, 16, -258, -210, 18, -76, 2334, 142
1486636457.7984972, -57, 32, 13, -14, -512, -211, 19, -86, 2334, 142
1486636457.799152, -84, 14, 15, -17, -400, -211, 15, -98, 2334, 142
1486636457.8053856, 6, -20, 36, 19, -129, -214, 4, -78, 2334, 142
1486636457.8061337, 129, -28, 51, 28, -37, -202, 14, -66, 2334, 142
1486636457.8075762, 53, -1, 31, 1, -305, -208, 18, -73, 2334, 142
1486636457.8201659, -61, 20, 10, -27, -555, -208, 20, -95, 2334, 142
1486636457.8210683, -78, 7, 17, -8, -367, -207, 11, -90, 2334, 142
1486636457.8220022, 37, -19, 37, 19, -82, -197, 11, -72, 2334, 142
1486636457.8428876, 140, -19, 39, 19, -62, -199, 4, -72, 2334, 142
1486636457.8435495, 53, 10, 33, 2, -340, -199, 14, -80, 2334, 142
1486636457.844273, -60, 27, 5, -24, -543, -202, 15, -97, 2334, 142
1486636457.845356, -66, 0, 15, -11, -305, -202, 4, -90, 2334, 142
1486636457.8503315, 54, -22, 28, 4, -79, -193, 6, -69, 2334, 142
1486636457.8508954, 131, -15, 33, 14, -80, -188, 10, -68, 2334, 142
1486636457.8577762, 43, 6, 19, 0, -400, -197, 25, -81, 2334, 142
1486636457.8584864, -86, 26, 1, -18, -492, -195, 26, -86, 2334, 142
1486636457.8598409, -60, 5, 8, -4, -299, -207, 11, -90, 2334, 142
1486636457.8729503, 76, -22, 37, 13, -45, -193, 9, -76, 2334, 142
1486636457.8735976, 125, -22, 42, 24, -125, -187, 21, -73, 2334, 142
1486636457.8742456, 31, 8, 25, -4, -450, -186, 27, -80, 2334, 142
1486636457.88123, -91, 26, 7, -15, -501, -196, 18, -106, 2334, 142
1486636457.8812988, -49, 7, 14, 6, -300, -194, 10, -99, 2334, 142
1486636457.8818886, 93, -17, 42, 19, -55, -186, 15, -86, 2334, 142
1486636457.8954062, 104, -14, 39, 13, -176, -179, 24, -83, 2334, 142
1486636457.8961508, 14, 12, 16, -9, -436, -183, 29, -93, 2334, 142
1486636457.896759, -107, 26, 14, -15, -482, -191, 26, -105, 2334, 142
1486636457.9104786, -21, 2, 19, -13, -240, -184, 8, -101, 2334, 142
1486636457.911089, 92, -24, 29, 27, -48, -186, 6, -87, 2334, 142
1486636457.911761, 108, -5, 32, 17, -191, -180, 23, -82, 2334, 142
1486636457.9142532, -5, 8, 25, -4, -450, -186, 27, -95, 2334, 142
1486636457.9180045, -97, 22, 10, -13, -441, -181, 19, -107, 2334, 142
1486636457.9195035, -13, -3, 33, 7, -205, -179, 10, -87, 2334, 142
1486636457.9327943, 105, -25, 39, 31, -29, -174, 17, -71, 2334, 142
1486636457.9334784, 100, -4, 31, 9, -240, -173, 25, -73, 2334, 142
1486636457.9341588, -18, 17, 15, -10, -503, -187, 24, -95, 2334, 142
1486636457.9478302, -102, 14, 16, -8, -427, -186, 18, -99, 2334, 142
1486636457.9482837, -3, -1, 22, 4, -155, -178, 16, -82, 2334, 142
1486636457.949195, 112, -24, 44, 26, -10, -175, 14, -69, 2334, 142
1486636457.9500673, 88, -5, 32, 17, -191, -180, 23, -82, 2334, 142
1486636457.9553568, -48, 22, 14, -14, -482, -180, 27, -101, 2334, 142
1486636457.9559133, -93, 23, 5, -11, -380, -188, 4, -100, 2334, 142
1486636457.9578764, 15, -14, 30, 6, -93, -179, 10, -87, 2334, 142
1486636457.970288, 133, -21, 45, 21, -50, -182, -11, -80, 2334, 142
1486636457.9706216, 79, -3, 27, 8, -235, -179, 4, -81, 2334, 142
1486636457.9722576, -55, 23, 1, -24, -515, -184, 24, -95, 2334, 142
1486636457.985361, -80, 6, 8, -14, -352, -188, 2, -95, 2334, 142
1486636457.9860234, 27, -20, 38, 21, -92, -181, -3, -83, 2334, 142
1486636457.9864728, 145, -19, 43, 32, -38, -181, 3, -73, 2334, 142
1486636457.9928715, 57, 7, 19, 1, -294, -177, 13, -93, 2334, 142
1486636457.9936354, -68, 26, 13, -20, -520, -178, 1, -128, 2334, 142
1486636457.9953396, -75, 5, 7, -4, -306, -170, 4, -100, 2334, 142
1486636458.0078504, 46, -21, 24, 13, -42, -144, 21, -52, 2334, 142
1486636458.0086074, 137, -16, 29, 12, -70, -119, 52, -35, 2334, 142
1486636458.0095007, 49, 3, 25, -13, -298, -100, 71, -81, 2334, 142
1486636458.02291, -76, 17, 6, -14, -441, -78, 90, -34, 2334, 142
1486636458.0236325, -55, 6, 17, -4, -214, -41, 113, -4, 2334, 142
1486636458.0246217, 67, -26, 31, 18, 43, 6, 130, 31, 2334, 142
1486636458.0303724, 130, -14, 28, 13, 21, 56, 181, 62, 2334, 142
1486636458.0310507, 21, 6, 20, -4, -250, 91, 219, 71, 2334, 142
1486636458.0338864, -83, 27, -6, -14, -272, 119, 240, 83, 2334, 142
1486636458.045502, -44, -5, 13, -8, -76, 163, 261, 114, 2334, 142
1486636458.046134, 86, -30, 29, 24, 163, 203, 288, 149, 2334, 142
1486636458.0497026, 119, -23, 20, 16, 136, 233, 52, -35, 2334, 142
1486636458.0604317, 28, 15, 2, -14, -135, 259, 328, 159, 2334, 142
1486636458.0611243, -89, 28, 10, -9, -167, 279, 334, 168, 2334, 142
1486636458.062473, -28, -3, 16, 1, 60, 316, 96, -4, 2334, 142
1486636458.0678802, 87, -27, 36, 25, 325, 350, 365, 238, 2334, 142
1486636458.0686615, 107, -5, 41, 17, 192, 381, 397, 255, 2334, 142
1486636458.0689476, 5, 20, 24, -14, -50, 397, 416, 255, 2334, 142
1486636458.0829031, -105, 22, 8, -8, -25, 411, 416, 253, 2334, 142
